,Company Name,PE Ratio,ROE,Net Profit,EPS,Cash Flow,Cash Conversion Cycle
445,Alps Motor Finance Ltd,33.4,-5.74,"['5.06', '-2.58', '-2.37', '-1.59', '-0.54', '-3.55', '-0.28', '-0.08']","['0.50', '-0.25', '-0.23', '-0.16', '-0.05', '-0.35', '-0.03', '-0.01']","['', '-0.55', '0.04', '-0.04', '-0.05']","['', '387.81', '29.33', '0.00', '76.65']"
446,Shri Niwas Leasing & Finance Ltd,466,0.58,"['0.25', '-0.03', '-0.80', '0.07', '0.02', '0.07', '0.06', '0.02']","['0.63', '-0.08', '-2.00', '0.18', '0.05', '0.18', '0.15', '0.05']","['-0.00', '-0.00', '-0.00', '0.04', '0.07']","['', '-0.00', '', '-0.00', '-0.00']"
447,Shiv Om Invesment & Consultancy Ltd,,-0.44,"['0.95', '0.56', '0.12', '1.55', '-4.59', '1.18', '0.71', '-0.13']","['0.14', '0.08', '0.02', '0.22', '-0.66', '0.17', '0.10', '-0.02']","['0.13', '-0.05', '-0.14', '0.87', '0.89']","['0.00', '-30.42', '8.02', '1.79', '2.20']"
448,Fruition Venture Ltd,4.11,7.33,"['0.03', '-0.36', '-0.52', '-0.17', '-0.29', '0.06', '-0.03', '-0.05']","['0.08', '-0.90', '-1.30', '-0.42', '-0.72', '0.15', '-0.08', '-0.12']","['-0.02', '0.32', '-0.12', '-0.22', '0.14']","['9,763.75', '-16.85', '25.96', '283.80', '67.11']"
449,Sterling Guaranty & Finance Ltd,,,"['0.08', '0.00', '-0.04', '-0.10', '-0.04', '-0.01', '-0.02', '-0.01']","['0.12', '0.00', '-0.06', '-0.15', '-0.06', '-0.02', '-0.03', '-0.02']","['0.00', '0.00', '0.00', '0.01', '-0.01']","['', '', '', '', '']"
450,HB Leasing & Finance Co Ltd,,-1.90,"['-0.02', '-0.10', '0.02', '-0.02', '0.09', '-0.03', '0.04', '0.00']","['-0.02', '-0.09', '0.02', '-0.02', '0.08', '-0.03', '0.04', '0.00']","['0.05', '-0.08', '-0.09', '0.00', '0.06']","['167.74', '716.73', '1,477.38', '1,752.00', '938.57']"
451,Shivansh Finserve Ltd,16.4,1.25,"['0.06', '0.28', '-0.12', '-0.11', '0.01', '0.00', '0.03', '-0.10']","['0.10', '0.45', '-0.19', '-0.18', '0.02', '0.00', '0.05', '-0.16']","['0.00', '0.00', '0.00', '0.00', '0.02']","['', '', '', '', '0.00']"
452,Quest Financial Services Ltd,,-0.05,"['-2.60', '-0.05', '-0.02', '-0.37', '-0.06', '-0.01', '0.00', '-0.01']","['-0.21', '-0.00', '-0.00', '-0.03', '-0.00', '-0.00', '0.00', '-0.00']","['-0.01', '0.09', '-0.33', '-0.15', '0.05']","['301.09', '814.47', '6,077.54', '37,657.13', '286.10']"
453,Vani Commercials Ltd,63.0,0.72,"['0.00', '0.00', '0.00', '0.01', '0.01', '0.01', '0.02', '0.02']","['0.00', '0.00', '0.00', '0.02', '0.02', '0.02', '0.05', '0.05']","['0.00', '0.09', '0.00', '-0.12', '0.12']","['', '0.00', '0.00', '0.00', '0.00']"
454,Sita Enterprises Ltd,7.25,2.70,"['0.04', '0.03', '0.31', '0.15', '0.08', '0.10', '0.01', '0.11']","['0.13', '0.10', '1.03', '0.50', '0.27', '0.33', '0.03', '0.37']","['-0.15', '0.48', '-0.59', '0.00', '0.14']","['0.00', '0.00', '0.00', '0.00', '0.00']"
455,Minolta Finance Ltd,,0.47,"['-0.28', '0.07', '0.01', '0.05', '0.06', '0.06', '0.06', '0.05']","['-0.28', '0.07', '0.01', '0.05', '0.06', '0.06', '0.06', '0.05']","['0.00', '0.00', '0.02', '0.03', '0.22']","['270.43', '7,026.25', '790.83', '292.00', '73.00']"
456,Gujarat Investa Ltd,106,0.29,"['-0.04', '0.00', '0.01', '0.02', '0.29', '0.00', '0.02', '0.02']","['-0.05', '0.00', '0.01', '0.03', '0.39', '0.00', '0.03', '0.03']","['-0.01', '0.02', '0.02', '0.00', '0.00']","['-323.34', '-331.04', '-386.25', '-346.91', '-43.48']"
457,Decillion Finance Ltd,,2.66,"['-0.35', '-0.02', '0.18', '-0.04', '-0.18', '0.10', '0.10', '0.23']","['-1.00', '-0.06', '0.51', '-0.11', '-0.51', '0.29', '0.29', '0.66']","['0.16', '-0.11', '-0.07', '0.22', '-0.17']","['0.00', '0.00', '110.02', '94.53', '687.34']"
458,Multipurpose Trading & Agencies Ltd,,-9.49,"['0.03', '-0.01', '0.02', '0.02', '0.00', '0.04', '0.04', '0.03']","['0.06', '-0.02', '0.04', '0.04', '0.00', '0.08', '0.08', '0.06']","['0.00', '', '-0.03', '0.00', '0.00']","['', '365.00', '0.00', '', '']"
459,Focus Business Solution Ltd,38.1,5.01,"['0.07', '0.10']","['0.89', '0.45']","['0.85', '', '-0.12', '0.47']","['4.99', '7.48', '7.36', '10.24']"
460,Sungold Capital Ltd,139,0.14,"['-0.10', '0.04', '0.01', '0.02', '-0.05', '0.03', '0.03', '0.02']","['-0.05', '0.02', '0.01', '0.01', '-0.03', '0.02', '0.02', '0.01']","['-0.12', '0.43', '-0.36', '-0.03', '0.01']","['2,534.72', '5,414.17', '509.08', '995.00', '482.61']"
461,Dharani Finance Ltd,15.8,0.13,"['0.02', '0.01', '0.05', '0.09', '-0.41', '0.12', '-0.08', '0.04']","['0.04', '0.02', '0.10', '0.18', '-0.82', '0.24', '-0.16', '0.08']","['0.10', '0.00', '0.25', '0.00', '-0.03']","['87.99', '191.19', '125.83', '218.02', '204.59']"
462,V B Desai Financial Services Ltd,9.07,1.85,"['-0.49', '0.27', '0.09', '0.06', '0.07', '0.03', '0.01', '-0.03']","['-1.08', '0.60', '0.20', '0.13', '0.15', '0.07', '0.02', '-0.07']","['0.00', '0.06', '-0.06', '0.24', '0.07']","['243.33', '40.11', '212.21', '12.25', '1,407.86']"
463,Jayabharat Credit Ltd,,,"['-15.14', '-0.23', '-0.29', '-0.22', '-0.41', '-0.20', '-0.24', '-0.07']","['-30.28', '-0.46', '-0.58', '-0.44', '-0.82', '-0.40', '-0.48', '-0.14']","['-0.47', '-0.06', '-0.14', '0.20', '-0.43']","['125.67', '241.37', '410.85', '679.47', '1,827.48']"
464,Photon Capital Advisors Ltd,7.65,-1.32,"['-0.24', '-0.29', '-0.10', '-0.11', '0.02', '-0.29', '-0.08', '0.15']","['-1.59', '-1.92', '-0.66', '-0.73', '0.13', '-1.92', '-0.53', '0.99']","['0.49', '-0.61', '0.00', '', '0.03']","['0.00', '0.00', '0.00', '0.00', '0.00']"
465,Step Two Corporation Ltd,19.1,3.46,"['-0.12', '0.02', '0.05', '0.04', '0.03', '0.02', '0.04', '0.01']","['-0.28', '0.05', '0.12', '0.09', '0.07', '0.05', '0.09', '0.02']","['0.14', '0.01', '-0.11', '0.27', '-0.12']","['262.40', '153.94', '491.53', '130.58', '257.91']"
466,Kumbhat Financial Services Ltd,,-18.8,"['0.03', '0.22', '0.07', '0.03', '-0.07', '0.07', '0.03', '-0.03']","['0.06', '0.46', '0.15', '0.06', '-0.15', '0.15', '0.06', '-0.06']","['-0.24', '0.06', '0.01', '0.04', '-0.05']","['2,975.30', '2,331.94', '641.90', '0.00', '0.00']"
467,Systematix Securities Ltd,37.5,3.56,"['0.09', '-0.06', '0.09', '0.09', '0.10', '0.12', '0.08', '0.01']","['0.18', '-0.12', '0.18', '0.18', '0.20', '0.24', '0.16', '0.02']","['-0.09', '-0.02', '0.23', '-0.21', '0.01']","['0.00', '0.00', '7.45', '0.00', '0.00']"
468,Ramsons Projects Ltd,26.6,3.95,"['0.03', '0.04', '0.01', '0.02', '0.02', '0.02', '0.03', '0.02']","['0.10', '0.13', '0.03', '0.07', '0.07', '0.07', '0.10', '0.07']","['-0.82', '-0.01', '-0.01', '-0.20', '0.02']","['59.78', '0.00', '0.00', '0.00', '0.00']"
469,Munoth Financial Services Ltd,92.6,-0.98,"['-0.18', '-0.14', '-0.09', '-0.09', '-0.15', '-0.03', '0.00', '-0.01']","['-0.35', '-0.27', '-0.18', '-0.18', '-0.29', '-0.06', '0.00', '-0.02']","['1.27', '-1.74', '-0.65', '0.10', '0.00']","['50.93', '74.42', '351.73', '54.75', '114.63']"
470,Harmony Capital Services Ltd,,-4.44,"['-0.06', '-0.03', '-0.01', '-0.01', '-0.05', '-0.03', '-0.01', '-0.01']","['-0.20', '-0.10', '-0.03', '-0.03', '-0.17', '-0.10', '-0.03', '-0.03']","['', '0.01', '0.16', '0.15', '-0.11']","['', '16,060.00', '8,030.00', '0.00', '0.00']"
471,Mehta Integrated Finance Ltd,,-0.21,"['0.02', '0.00', '0.16', '0.01', '0.08', '-0.01', '0.06', '0.31']","['0.04', '0.00', '0.32', '0.02', '0.16', '-0.02', '0.12', '0.62']","['', '', '-0.01', '0.18', '0.01']","['0.00', '1,663.36', '', '', '2,047.56']"
472,Prem Somani Financial Services Ltd,,-40.8,"['-0.63', '-0.04', '-0.02', '0.00', '-0.23', '-0.06', '-0.01', '0.00']","['-1.91', '-0.12', '-0.06', '0.00', '-0.70', '-0.18', '-0.03', '0.00']","['0.02', '0.03', '0.01', '-0.02', '0.10']","['0.00', '0.00', '0.00', '0.00', '0.00']"
473,Pacheli Industrial Finance Ltd,68.0,2.15,"['-0.02', '-0.02', '0.00', '-0.02', '0.10', '0.01', '-0.03', '0.03']","['-0.05', '-0.05', '0.00', '-0.05', '0.27', '0.03', '-0.08', '0.08']","['0.20', '-0.13', '0.04', '-0.03', '0.01']","['', '', '0.00', '0.00', '0.00']"
474,Jagsonpal Finance & Leasing Ltd,,1.40,"['-0.08', '0.20', '-0.29', '0.10', '-0.67', '0.12', '0.05', '-0.01']","['-0.15', '0.36', '-0.53', '0.18', '-1.22', '0.22', '0.09', '-0.02']","['0.18', '-0.12', '0.03', '-0.09', '-0.01']","['168.46', '243.33', '-4,327.86', '365.00', '182.50']"
475,Rajath Finance Ltd,41.9,0.30,"['-0.08', '-0.05', '-0.05', '-0.03', '0.04', '-0.09', '-0.04', '-0.01']","['-0.20', '-0.12', '-0.12', '-0.08', '0.10', '-0.22', '-0.10', '-0.02']","['0.82', '-0.74', '-0.04', '0.01', '0.13']","['0.00', '4.80', '0.00', '0.00', '0.00']"
476,Blueblood Ventures Ltd,,-21.1,"['-0.04', '-1.84', '-1.01', '-0.45', '-0.21', '-0.23']","['-0.13', '-6.13', '-3.37', '-1.50', '-0.70', '-0.77']","['-0.00', '0.01', '0.31', '0.54', '4.08']","['-0.00', '24,911.25', '1,109.48', '282.65', '-49.38']"
477,Ramchandra Leasing and Finance Ltd,,0.18,"['0.02', '0.01', '0.01', '0.00', '-0.01', '0.01', '0.00', '0.00']","['0.00', '0.00', '0.00', '0.00', '-0.00', '0.00', '0.00', '0.00']","['0.01', '0.01', '-0.02', '-0.05', '0.15']","['0.00', '0.00', '0.00', '0.00', '0.00']"
478,KLG Capital Services Ltd,318,0.53,"['-0.11', '0.06', '0.10', '0.05', '-0.30', '0.05', '0.03', '0.02']","['-0.34', '0.19', '0.31', '0.16', '-0.94', '0.16', '0.09', '0.06']","['0.01', '0.34', '0.41', '-0.77', '-0.00']","['175.20', '427.73', '31.47', '68.97', '615.94']"
479,SSPN Finance Ltd,52.1,1.40,"['-0.05', '0.07', '0.00', '0.04', '0.07', '0.01']","['-0.13', '0.18', '0.00', '0.11', '0.18', '0.03']","['1.01', '0.43', '-1.20', '0.07', '-0.28']","['0.00', '33.18', '0.00', '0.00', '0.00']"
480,Mid East Portfolio Management Ltd,102,0.00,"['-0.06', '-0.03', '-0.03', '-0.02', '0.08', '-0.06', '-0.01', '-0.02']","['-0.20', '-0.10', '-0.10', '-0.07', '0.27', '-0.12', '-0.02', '-0.04']","['0.06', '-0.01', '-0.08', '0.00', '0.02']","['1,381.79', '775.62', '2,190.00', '3,650.00', '99.55']"
481,Krishna Capital & Securities Ltd,37.3,3.36,"['0.15', '0.00', '0.00', '0.07', '0.00', '0.08', '0.05', '-0.02']","['0.47', '0.00', '0.00', '0.22', '0.00', '0.25', '0.16', '-0.06']","['-0.04', '0.01', '0.02', '-0.03', '0.00']","['15.36', '33.84', '161.56', '1,368.75', '216.72']"
482,Nicco Uco Alliance Credit Ltd,,,"['-1.07', '-1.54', '-1.57', '-1.57', '-1.49', '-1.69', '-1.72', '-1.81']","['-0.13', '-0.19', '-0.19', '-0.19', '-0.18', '-0.20', '-0.21', '-0.22']","['0.62', '0.04', '-3.80', '-1.22', '-0.04']","['27,283.75', '0.00', '1,560.51', '6,355.29', '4,141.35']"
483,Vintage Securities Ltd,290,0.00,"['-0.03', '-0.03', '-0.00', '-0.00', '0.04', '-0.00', '-0.01', '-0.00']","['-0.08', '-0.08', '-0.00', '-0.00', '0.11', '-0.00', '-0.03', '-0.00']","['-0.01', '-0.00', '0.01', '-0.02', '-0.00']","['-0.00', '-0.00', '-0.00', '-0.00', '-0.00']"
484,Hi-Klass Trading & Investment Ltd,,-26.2,"['-0.27', '-0.04', '0.03', '0.01', '0.02', '0.03', '0.04', '-0.73']","['-0.44', '-0.06', '0.05', '0.02', '0.03', '0.05', '0.06', '-1.18']","['-0.00', '-0.00', '-0.06', '-0.07', '0.54']","['752.81', '-0.00', '2,423.01', '889.10', '11,910.81']"
485,Milgrey Finance & Investments Ltd,91.3,-1.10,"['-0.03', '-0.04', '-0.07', '0.00', '-0.01', '-0.03', '-0.03', '-0.01']","['-0.15', '-0.20', '-0.35', '0.00', '-0.05', '-0.15', '-0.15', '-0.05']","['0.03', '-0.01', '-0.01', '0.00', '-0.01']","['524.69', '464.55', '446.11', '337.96', '2,281.25']"
486,Jhaveri Credits & Capital Ltd,,-5.25,"['-0.23', '-0.05', '-0.07', '-0.10', '-0.03', '-0.20', '0.20', '-0.02']","['-0.36', '-0.08', '-0.11', '-0.15', '-0.05', '-0.31', '0.31', '-0.03']","['4.89', '-4.01', '1.52', '1.64', '-1.61']","['180.56', '2,128.72', '2,863.51', '1,028.54', '-2,368.73']"
487,GSL Securities Ltd,,-0.35,"['0.36', '-0.09', '0.04', '-0.11', '0.13', '-0.05', '0.07', '-0.06']","['1.11', '-0.28', '0.12', '-0.34', '0.40', '-0.15', '0.22', '-0.18']","['0.06', '0.00', '0.00', '0.01', '0.04']","['0.00', '0.00', '0.00', '0.00', '0.00']"
488,Rajkot Investment Trust Ltd,53.6,-1.32,"['-0.14', '0.03', '0.02', '0.05', '-0.15', '0.02', '-0.03', '0.01']","['-1.40', '0.30', '0.20', '0.50', '-1.50', '0.20', '-0.30', '0.10']","['0.03', '0.01', '0.00', '0.10', '0.05']","['36.69', '25.84', '653.16', '345.79', '230.53']"
489,Gallops Enterprise Ltd,26.4,2.82,"['0.94', '-0.05', '0.00', '0.01', '0.05', '-0.05', '-0.03', '0.01']","['1.88', '-0.10', '0.00', '0.02', '0.10', '-0.10', '-0.06', '0.02']","['0.00', '-0.01', '0.00', '0.00', '0.00']","['380.87', '438.00', '620.50', '', '']"
490,Ekam Leasing And Finance Co Ltd,6.14,3.85,"['0.21', '-1.17', '0.02', '0.63', '0.17', '0.05', '0.05', '0.02']","['0.35', '-1.95', '0.03', '1.05', '0.28', '0.08', '0.08', '0.03']","['1.15', '-1.13', '-0.03', '0.10', '-0.06']","['0.00', '0.00', '0.00', '0.00', '0.00']"
491,Nikki Global Finance Ltd,,-1.89,"['0.10', '-0.04', '-0.03', '-0.07', '-0.03', '0.01', '-0.02', '0.01']","['0.29', '-0.12', '-0.09', '-0.20', '-0.09', '0.03', '-0.06', '0.03']","['', '-0.21', '0.20', '0.01', '0.07']","['456.25', '197.90', '126.98', '221.21', '293.00']"
492,JPT Securities Ltd,,-0.45,"['-0.90', '-0.06', '-0.00', '-0.01', '-0.14', '0.02', '-0.01', '-0.01']","['-2.99', '-0.20', '-0.00', '-0.03', '-0.47', '0.07', '-0.03', '-0.03']","['0.01', '0.82', '-0.14', '-0.68', '-0.00']","['179.69', '819.69', '164.61', '237.46', '295.32']"
493,Abirami Financial Services (India) Ltd,,-1.50,"['0.01', '0.05', '0.00', '0.01', '0.11', '-0.01', '-0.01', '-0.04']","['0.02', '0.08', '0.00', '0.02', '0.18', '-0.02', '-0.02', '-0.07']","['0.58', '-0.63', '0.05', '0.15', '-0.15']","['0.00', '0.00', '0.00', '0.00', '0.00']"
494,Regency Trust Ltd,,-65.1,"['-0.64', '0.00', '0.00', '0.01', '-0.02', '-0.01', '0.00', '0.00']","['-0.64', '0.00', '0.00', '0.01', '-0.02', '-0.01', '0.00', '0.00']","['-0.04', '0.36', '0.02', '-0.02', '-0.07']","['6,651.11', '9,718.12', '1,274.60', '1,419.44', '']"
495,Maruti Securities Ltd,,,"['0.07', '-0.04', '-0.04', '-0.04', '-0.05', '-0.06', '-0.06', '-0.06']","['0.14', '-0.08', '-0.08', '-0.08', '-0.10', '-0.12', '-0.12', '-0.12']","['-0.00', '-0.00', '-0.00', '-0.00', '-0.00']","['', '', '', '', '']"
496,Lead Financial Services Ltd,,-2.01,"['-0.03', '-0.02', '-0.04', '-0.03', '0.01', '-0.02', '-0.03', '-0.02']","['-0.09', '-0.06', '-0.12', '-0.09', '0.03', '-0.06', '-0.09', '-0.06']","['-2.64', '-0.17', '-0.87', '0.15', '-0.13']","['-2,127.34', '340.11', '2,920.00', '1,058.50', '0.00']"
497,Vikalp Securities Ltd,,-0.23,"['-0.05', '0.01', '-0.05', '0.01', '-0.03', '-0.01', '0.00', '0.00']","['-0.16', '0.03', '-0.16', '0.03', '-0.10', '-0.03', '0.00', '0.00']","['0.04', '0.02', '0.07', '-0.07', '-0.01']","['282.58', '146.00', '0.00', '0.00', '0.00']"
498,Five X Tradecom Ltd,,0.00,"['-0.35', '-0.11', '0.02', '-0.07', '0.04', '-0.01', '0.01', '0.01']","['-0.17', '-0.05', '0.01', '-0.03', '0.02', '-0.00', '0.00', '0.00']","['-0.08', '0.13', '0.04', '0.08', '0.23']","['218.62', '698.26', '235.40', '463.80', '-0.00']"
499,Blue Chip India Ltd,,-50.0,"['-0.16', '-1.06', '-0.13', '-0.04', '-0.06', '-0.12', '-0.04', '-0.04']","['-0.03', '-0.19', '-0.02', '-0.01', '-0.01', '-0.02', '-0.01', '-0.01']","['0.22', '-0.20', '0.09', '0.06', '-0.15']","['18.67', '-0.87', '26.97', '29.96', '223.31']"
500,VCK Capital Market Services Ltd,,-33.5,"['-2.42', '-262.87', '-0.28', '0.05', '-0.03', '-0.02', '-0.05', '-0.04']","['-2.67', '-290.45', '-0.31', '0.06', '-0.03', '-0.02', '-0.06', '-0.04']","['0.01', '0.01', '-0.02', '0.00', '0.00']","['1,606.00', '49.77', '17.38', '0.00', '0.00']"
501,Futuristic Securities Ltd,,-2.68,"['-0.04', '0.01', '0.01', '0.01', '-0.03', '0.00', '-0.03', '0.00']","['-0.21', '0.05', '0.05', '0.05', '-0.15', '0.00', '-0.15', '0.00']","['-0.01', '0.00', '0.00', '0.00', '0.00']","['469.29', '417.14', '365.00', '417.14', '365.00']"
502,Aneri Fincap Ltd,,-12.6,"['17.00', '0.45', '-0.50', '1.30', '-1.41', '0.64', '-3.18', '1.40']","['56.42', '1.49', '-1.66', '4.31', '-4.68', '2.12', '-10.55', '4.65']","['-0.01', '-0.02', '0.11', '-0.14', '-0.05']","['547.50', '106.46', '16.34', '0.00', '0.00']"
503,Boston Leasing & Finance Ltd,11.1,0.42,"['0.00', '0.00', '-0.03', '0.01', '-0.01', '0.05', '0.01', '0.01']","['0.00', '0.00', '-0.04', '0.01', '-0.01', '0.07', '0.01', '0.01']","['0.00', '0.00', '0.00', '0.05', '-0.05']","['', '', '', '0.00', '0.00']"
504,Capfin India Ltd,34.8,1.27,"['0.01', '-0.02', '0.01', '0.02', '0.02', '0.02', '-0.02', '0.01']","['0.03', '-0.07', '0.03', '0.07', '0.07', '0.07', '-0.07', '0.03']","['-0.05', '-0.06', '0.58', '-0.19', '-0.35']","['438.00', '0.00', '0.00', '0.00', '10.95']"
505,Classic Global Finance & Capital Ltd,103,0.34,"['0.02', '0.01', '0.01', '0.01', '-0.01', '0.00', '0.00', '0.00']","['0.01', '0.00', '0.00', '0.00', '-0.00', '0.00', '0.00', '0.00']","['', '0.01', '-0.02', '0.01', '0.06']","['0.00', '0.00', '62.32', '77.26', '153.68']"
506,Dhruva Capital Services Ltd,24.8,0.66,"['0.01', '0.01', '0.01', '0.01', '0.01', '0.01', '0.01', '0.01']","['0.03', '0.03', '0.03', '0.03', '0.03', '0.03', '0.03', '0.03']","['0.27', '-0.27', '0.00', '-0.01', '0.00']","['219.00', '0.00', '0.00', '0.00', '0.00']"
507,F Mec International Financial Services Ltd,19.6,1.51,"['-0.01', '-0.02', '0.01', '0.00', '0.09', '0.03', '0.03', '0.03']","['-0.03', '-0.06', '0.03', '0.00', '0.29', '0.10', '0.10', '0.10']","['0.00', '-0.01', '-0.02', '0.07', '-0.01']","['0.00', '0.00', '0.00', '0.00', '0.00']"
508,Charms Industries Ltd,,-42.8,"['0.10', '-0.12', '0.14', '-0.11', '-0.01', '-0.02', '-0.08', '-0.03']","['0.24', '-0.29', '0.34', '-0.27', '-0.02', '-0.05', '-0.19', '-0.07']","['-0.03', '-0.47', '0.06', '-0.06', '0.03']","['-3.74', '-9.10', '9.36', '24.59', '30.87']"
509,Shree Nidhi Trading Company Ltd,29.0,-0.76,"['-0.08', '0.00', '0.03', '0.03', '-0.15', '-0.05', '-0.01', '-0.03']","['-0.10', '0.00', '0.04', '0.04', '-0.19', '-0.06', '-0.01', '-0.04']","['0.02', '-0.01', '-0.02', '-0.01', '0.04']","['41.42', '5.07', '9.10', '0.00', '19.07']"
510,Devki Leasing & Finance Ltd,,-24.5,"['-0.06', '-0.07', '-0.08', '-0.17', '-0.03', '-0.07', '-0.07', '-0.02']","['-0.17', '-0.20', '-0.23', '-0.48', '-0.09', '-0.20', '-0.20', '-0.06']","['0.38', '-0.01', '0.00', '-0.10', '-0.20']","['1,743.89', '0.00', '0.00', '0.00', '0.00']"
511,Ganesh Holdings Ltd,57.0,2.72,"['0.07', '-0.04', '-0.04', '-0.04', '-0.04', '-0.03', '-0.02', '-0.01']","['1.73', '-0.99', '-0.99', '-0.99', '-0.99', '-0.74', '-0.49', '-0.25']","['0.00', '-0.01', '0.07', '-0.07', '0.04']","['0.00', '0.00', '0.00', '45.04', '60.15']"
512,Mahan Industries Ltd,,-65.8,"['-0.10', '-0.14', '-0.06', '-0.78', '0.08', '-0.03', '-0.49', '-0.07']","['-0.03', '-0.04', '-0.02', '-0.22', '0.02', '-0.01', '-0.14', '-0.02']","['0.02', '0.10', '0.00', '-0.04', '-0.01']","['-783.53', '121.55', '48.95', '382.69', '6,984.47']"
513,Indergiri Finance Ltd,,0.59,"['0.00', '0.02', '-0.01', '0.01', '0.00', '0.02', '0.01', '0.01']","['0.00', '0.04', '-0.02', '0.02', '0.00', '0.04', '0.02', '0.02']","['-0.02', '0.03', '-0.02', '0.03', '0.04']","['172.36', '280.36', '313.90', '1,035.45', '385.36']"
514,Brijlaxmi Leasing & Finance Ltd,,0.00,"['-0.05', '-0.01', '0.02', '0.00', '0.02', '-0.01', '0.02', '0.02']","['-0.09', '-0.02', '0.04', '0.00', '0.04', '-0.02', '0.04', '0.04']","['0.03', '-0.03', '', '', '']","['0.00', '0.00', '0.00', '0.00', '0.00']"
515,Regal Entertainment & Consultants Ltd,,0.00,"['-0.01', '0.00', '0.00', '-0.02', '0.01', '0.01', '0.00', '0.01']","['-0.03', '0.00', '0.00', '-0.07', '0.03', '0.03', '0.00', '0.03']","['-0.14', '0.00', '0.07', '0.01', '0.00']","['1,460.00', '1,374.12', '1,030.59', '18,615.00', '9,125.00']"
516,Crescent Leasing Ltd,,0.21,"['0.12', '-0.04', '-0.01', '0.00', '0.10', '-0.01', '0.01', '-0.01']","['0.30', '-0.10', '-0.02', '0.00', '0.25', '-0.02', '0.02', '-0.02']","['0.00', '-0.02', '0.00', '0.01', '-0.01']","['0.00', '36.50', '362.53', '106.15', '196.98']"
517,Geetanjali Credit and Capital Ltd,41.3,0.00,"['0.00', '-0.03', '0.01', '-0.02', '0.04', '-0.01', '-0.01', '0.00']","['0.00', '-0.07', '0.02', '-0.05', '0.09', '-0.02', '-0.02', '0.00']","['0.00', '', '0.00', '0.00', '0.01']","['', '0.00', '', '36,682.50', '12,118.00']"
518,Darjeeling Ropeway Company Ltd,24.4,-0.21,"['0.21', '0.13', '0.15', '-0.13', '-0.18', '0.07', '0.00', '0.01']","['0.69', '0.43', '0.49', '-0.43', '-0.59', '0.23', '0.00', '0.03']","['0.00', '0.02', '0.00', '0.00', '0.00']","['281.35', '248.86', '1,460.00', '-243.33', '730.00']"
519,Vax Housing Finance Corporation Ltd,,0.00,"['-0.02', '0.01', '0.00', '0.00', '-0.01', '0.00', '0.00', '0.00']","['-0.02', '0.01', '0.00', '0.00', '-0.01', '0.00', '0.00', '0.00']","['-0.08', '-0.22', '-0.04', '', '']","['9.36', '54.73', '626.91', '325.08', '745.29']"
520,Tridev InfraEstates Ltd,58.5,0.21,"['0.04', '0.00', '0.01', '0.01', '-0.02', '0.01', '0.00', '-0.01']","['0.06', '0.00', '0.02', '0.02', '-0.03', '0.02', '0.00', '-0.02']","['0.04', '0.02', '-0.07', '0.03', '0.00']","['15.21', '0.00', '0.00', '0.00', '0.00']"
521,Standard Capital Markets Ltd,,-16.8,"['0.02', '0.02', '0.03', '0.02', '-0.05', '0.02', '0.01', '0.02']","['0.05', '0.05', '0.07', '0.05', '-0.12', '0.05', '0.02', '0.05']","['', '-0.07', '0.07', '0.07', '-0.14']","['26.07', '202.78', '233.60', '26.07', '91.25']"
522,R R Securities Ltd,7.62,3.85,"['-0.05', '-0.02', '-0.03', '-0.02', '-0.14', '0.05', '0.03', '0.08']","['-0.17', '-0.07', '-0.10', '-0.07', '-0.46', '0.17', '0.10', '0.27']","['0.26', '0.08', '', '-0.14', '0.00']","['1,926.39', '11,315.00', '0.00', '6,376.76', '811.64']"
523,ATN International Ltd,,,"['-0.01', '-0.37', '-0.05', '-0.07', '-0.03', '-0.15', '-0.06', '-5.20']","['-0.00', '-0.09', '-0.01', '-0.02', '-0.01', '-0.04', '-0.02', '-1.32']","['0.09', '-0.06', '0.15', '-0.36', '-0.05']","['711.04', '2,226.50', '1,135.56', '1,961.88', '5.14']"
524,Stellant Securities (India) Ltd,,-44.2,"['-0.02', '-0.25', '-0.12', '0.01', '-0.05', '-0.01', '-0.07', '-0.06']","['-0.27', '-3.38', '-1.62', '0.14', '-0.68', '-0.14', '-0.95', '-0.81']","['', '', '-0.02', '-0.01', '0.06']","['68.85', '117.53', '109.52', '693.19', '20.71']"
525,Silicon Valley Infotech Ltd,,-25.8,"['-0.04', '-0.13', '-0.07', '-0.06', '-0.11', '-0.10', '-0.06', '-0.02']","['-0.00', '-0.01', '-0.01', '-0.00', '-0.01', '-0.01', '-0.00', '-0.00']","['0.00', '0.02', '0.01', '0.05', '0.00']","['235.39', '36.50', '5,446.74', '649.29', '711.41']"
526,Kuber Udyog Ltd,,-8.65,"['-0.18', '0.08', '0.08', '0.07', '-0.47', '0.05', '-0.11', '0.03']","['-0.52', '0.23', '0.23', '0.20', '-1.37', '0.15', '-0.32', '0.09']","['0.00', '0.01', '0.00', '0.00', '0.05']","['', '0.00', '', '', '0.00']"
527,Magnanimous Trade & Finance Ltd,4.14,0.00,"['0.07', '0.00', '-0.08', '0.44', '0.13', '0.09', '-0.02', '-0.02']","['0.74', '0.00', '-0.84', '4.62', '1.37', '0.95', '-0.21', '-0.21']","['0.00', '-0.01', '0.01', '0.19']","['11,619.17', '35,770.00', '1,696.18', '7,769.29']"
